id,genus,family,order
96852,Astragalus,Fabaceae,Fabales
96853,Mitrephora,Annonaceae,Magnoliales
96854,Marcgravia,Marcgraviaceae,Ericales
96855,Polygala,Polygalaceae,Fabales
96856,Saxifraga,Saxifragaceae,Saxifragales
96857,Disa,Orchidaceae,Asparagales
96858,Eucalyptus,Myrtaceae,Myrtales
96859,Columnea,Gesneriaceae,Lamiales
96860,Grimmia,Grimmiaceae,Grimmiales
96861,Campomanesia,Myrtaceae,Myrtales
96862,Gladiolus,Iridaceae,Asparagales
96863,Festuca,Poaceae,Poales
96864,Hirtella,Chrysobalanaceae,Malpighiales
96865,Leontice,Berberidaceae,Ranunculales
96866,Acer,Sapindaceae,Sapindales
96867,Rhoicissus,Vitaceae,Vitales
96868,Monochaetum,Melastomataceae,Myrtales
96869,Lessingianthus,Asteraceae,Asterales
96870,Salvinia,Salviniaceae,Salviniales
96871,Rubus,Rosaceae,Rosales
96872,Pimelea,Thymelaeaceae,Malvales
96873,Curcuma,Zingiberaceae,Zingiberales
96874,Carex,Cyperaceae,Poales
96875,Gompholobium,Fabaceae,Fabales
96876,Salvia,Lamiaceae,Lamiales
96877,Physaria,Brassicaceae,Brassicales
96878,Corynanthe,Rubiaceae,Gentianales
96879,Scirpus,Cyperaceae,Poales
96880,Acacia,Fabaceae,Fabales
96881,Physokentia,Arecaceae,Arecales
96882,Smilax,Smilacaceae,Liliales
96883,Banksia,Proteaceae,Proteales
96884,Stellaria,Caryophyllaceae,Caryophyllales
96885,Typha,Typhaceae,Poales
96886,Begonia,Begoniaceae,Cucurbitales
96887,Glechon,Lamiaceae,Lamiales
96888,Forestiera,Oleaceae,Lamiales
96889,Conophytum,Aizoaceae,Caryophyllales
96890,Grevillea,Proteaceae,Proteales
96891,Bulbine,Asphodelaceae,Asparagales
96892,Uvaria,Annonaceae,Magnoliales
96893,Indigofera,Fabaceae,Fabales
96894,Indocalamus,Poaceae,Poales
96895,Solanum,Solanaceae,Solanales
96896,Saprosma,Rubiaceae,Gentianales
96897,Scrophularia,Scrophulariaceae,Lamiales
96898,Cleistes,Orchidaceae,Asparagales
96899,Hydrangea,Hydrangeaceae,Cornales
96900,Phreatia,Orchidaceae,Asparagales
96901,Pedicularis,Orobanchaceae,Lamiales
96902,Nymphaea,Nymphaeaceae,Nymphaeales
96903,Pteronia,Asteraceae,Asterales
96904,Achillea,Asteraceae,Asterales
96905,Corydalis,Papaveraceae,Ranunculales
96906,Grevillea,Proteaceae,Proteales
96907,Senecio,Asteraceae,Asterales
96908,Clematicissus,Vitaceae,Vitales
96909,Anemone,Ranunculaceae,Ranunculales
96910,Athenaea,Solanaceae,Solanales
96911,Vernonia,Asteraceae,Asterales
96912,Pentameris,Poaceae,Poales
96913,Hulsea,Asteraceae,Asterales
96914,Coleonema,Rutaceae,Sapindales
96915,Prostanthera,Lamiaceae,Lamiales
96916,Adiantum,Pteridaceae,Polypodiales
96917,Cephalanthera,Orchidaceae,Asparagales
96918,Brachyloma,Ericaceae,Ericales
96919,Murdannia,Commelinaceae,Commelinales
96920,Opuntia,Cactaceae,Caryophyllales
96921,Polygala,Polygalaceae,Fabales
96922,Blepharocalyx,Myrtaceae,Myrtales
96923,Orthophytum,Bromeliaceae,Poales
96924,Elaeagnus,Elaeagnaceae,Rosales
96925,Evolvulus,Convolvulaceae,Solanales
96926,Euphorbia,Euphorbiaceae,Malpighiales
96927,Spigelia,Loganiaceae,Gentianales
96928,Gentiana,Gentianaceae,Gentianales
96929,Aponogeton,Aponogetonaceae,Alismatales
96930,Reseda,Resedaceae,Brassicales
96931,Habenaria,Orchidaceae,Asparagales
96932,Merostachys,Poaceae,Poales
96933,Syagrus,Arecaceae,Arecales
96934,Potentilla,Rosaceae,Rosales
96935,Trifolium,Fabaceae,Fabales
96936,Adansonia,Malvaceae,Malvales
96937,Hugonia,Linaceae,Malpighiales
96938,Asterolasia,Rutaceae,Sapindales
96939,Salacia,Celastraceae,Celastrales
96940,Corydalis,Papaveraceae,Ranunculales
96941,Lycoris,Amaryllidaceae,Asparagales
96942,Clutia,Peraceae,Malpighiales
96943,Allium,Amaryllidaceae,Asparagales
96944,Cheirostylis,Orchidaceae,Asparagales
96945,Dimorphocarpa,Brassicaceae,Brassicales
96946,Amphitecna,Bignoniaceae,Lamiales
96947,Lupinus,Fabaceae,Fabales
96948,Hesperolinon,Linaceae,Malpighiales
96949,Gymnosporia,Celastraceae,Celastrales
96950,Grevillea,Proteaceae,Proteales
96951,Allium,Amaryllidaceae,Asparagales
96952,Solanum,Solanaceae,Solanales
96953,Thymus,Lamiaceae,Lamiales
96954,Stachytarpheta,Verbenaceae,Lamiales
96955,Hymenophyllum,Hymenophyllaceae,Hymenophyllales
96956,Salix,Salicaceae,Malpighiales
96957,Sinojackia,Styracaceae,Ericales
96958,Polystachya,Orchidaceae,Asparagales
96959,Paphiopedilum,Orchidaceae,Asparagales
96960,Chionanthus,Oleaceae,Lamiales
96961,Tachigali,Fabaceae,Fabales
96962,Sideroxylon,Sapotaceae,Ericales
96963,Carex,Cyperaceae,Poales
96964,Polystachya,Orchidaceae,Asparagales
96965,Codonopsis,Campanulaceae,Asterales
96966,Oxalis,Oxalidaceae,Oxalidales
96967,Dendrobium,Orchidaceae,Asparagales
96968,Ormosia,Fabaceae,Fabales
96969,Gardneria,Loganiaceae,Gentianales
96970,Curtia,Gentianaceae,Gentianales
96971,Dendrobium,Orchidaceae,Asparagales
96972,Patersonia,Iridaceae,Asparagales
96973,Alysicarpus,Fabaceae,Fabales
96974,Platystele,Orchidaceae,Asparagales
96975,Aspalathus,Fabaceae,Fabales
96976,Salvia,Lamiaceae,Lamiales
96977,Rhododendron,Ericaceae,Ericales
96978,Ruschia,Aizoaceae,Caryophyllales
96979,Geijera,Rutaceae,Sapindales
96980,Jasminum,Oleaceae,Lamiales
96981,Eugenia,Myrtaceae,Myrtales
96982,Neyraudia,Poaceae,Poales
96983,Asparagus,Asparagaceae,Asparagales
96984,Moraea,Iridaceae,Asparagales
96985,Deianira,Gentianaceae,Gentianales
96986,Trixis,Asteraceae,Asterales
96987,Conostylis,Haemodoraceae,Commelinales
96988,Helicia,Proteaceae,Proteales
96989,Dombeya,Malvaceae,Malvales
96990,Eucalyptus,Myrtaceae,Myrtales
96991,Helicteres,Malvaceae,Malvales
96992,Salvia,Lamiaceae,Lamiales
96993,Mammillaria,Cactaceae,Caryophyllales
96994,Cyrtocymura,Asteraceae,Asterales
96995,Serruria,Proteaceae,Proteales
96996,Arctotis,Asteraceae,Asterales
96997,Vittadinia,Asteraceae,Asterales
96998,Erica,Ericaceae,Ericales
96999,Rhodostemonodaphne,Lauraceae,Laurales
97000,Corydalis,Papaveraceae,Ranunculales
97001,Euphorbia,Euphorbiaceae,Malpighiales
97002,Roupala,Proteaceae,Proteales
97003,Xanthorrhoea,Asphodelaceae,Asparagales
97004,Dryopetalon,Brassicaceae,Brassicales
97005,Silene,Caryophyllaceae,Caryophyllales
97006,Euphorbia,Euphorbiaceae,Malpighiales
97007,Prasophyllum,Orchidaceae,Asparagales
97008,Andreaea,Andreaeaceae,Andreaeales
97009,Calochortus,Liliaceae,Liliales
97010,Gagea,Liliaceae,Liliales
97011,Prasophyllum,Orchidaceae,Asparagales
97012,Lepidagathis,Acanthaceae,Lamiales
97013,Weinmannia,Cunoniaceae,Oxalidales
97014,Bafodeya,Chrysobalanaceae,Malpighiales
97015,Juncus,Juncaceae,Poales
97016,Diascia,Scrophulariaceae,Lamiales
97017,Primula,Primulaceae,Ericales
97018,Alyxia,Apocynaceae,Gentianales
97019,Magnolia,Magnoliaceae,Magnoliales
97020,Declieuxia,Rubiaceae,Gentianales
97021,Acrothamnus,Ericaceae,Ericales
97022,Aloe,Asphodelaceae,Asparagales
97023,Ipomoea,Convolvulaceae,Solanales
97024,Selaginella,Selaginellaceae,Selaginellales
97025,Melica,Poaceae,Poales
97026,Litsea,Lauraceae,Laurales
97027,Asplenium,Aspleniaceae,Polypodiales
97028,Primula,Primulaceae,Ericales
97029,Encephalartos,Zamiaceae,Cycadales
97030,Pouteria,Sapotaceae,Ericales
97031,Krigia,Asteraceae,Asterales
97032,Calceolaria,Calceolariaceae,Lamiales
97033,Salvia,Lamiaceae,Lamiales
97034,Carex,Cyperaceae,Poales
97035,Matelea,Apocynaceae,Gentianales
97036,Cuscuta,Convolvulaceae,Solanales
97037,Ficus,Moraceae,Rosales
97038,Pseudogynoxys,Asteraceae,Asterales
97039,Begonia,Begoniaceae,Cucurbitales
97040,Carex,Cyperaceae,Poales
97041,Beilschmiedia,Lauraceae,Laurales
97042,Eulophia,Orchidaceae,Asparagales
97043,Anthurium,Araceae,Alismatales
97044,Clavija,Primulaceae,Ericales
97045,Lasiacis,Poaceae,Poales
97046,Adenia,Passifloraceae,Malpighiales
97047,Moquilea,Chrysobalanaceae,Malpighiales
97048,Tetratheca,Elaeocarpaceae,Oxalidales
97049,Ecballium,Cucurbitaceae,Cucurbitales
97050,Astragalus,Fabaceae,Fabales
97051,Nicotiana,Solanaceae,Solanales
97052,Dillenia,Dilleniaceae,Dilleniales
97053,Indigofera,Fabaceae,Fabales
97054,Alibertia,Rubiaceae,Gentianales
97055,Rhodospatha,Araceae,Alismatales
97056,Mimosa,Fabaceae,Fabales
97057,Nolina,Asparagaceae,Asparagales
97058,Austrostipa,Poaceae,Poales
97059,Vaseyochloa,Poaceae,Poales
97060,Grevillea,Proteaceae,Proteales
97061,Neoregelia,Bromeliaceae,Poales
97062,Acacia,Fabaceae,Fabales
97063,Tropaeolum,Tropaeolaceae,Brassicales
97064,Sedum,Crassulaceae,Saxifragales
97065,Solanum,Solanaceae,Solanales
97066,Inga,Fabaceae,Fabales
97067,Butia,Arecaceae,Arecales
97068,Kirkia,Kirkiaceae,Sapindales
97069,Senecio,Asteraceae,Asterales
97070,Scaevola,Goodeniaceae,Asterales
97071,Abies,Pinaceae,Pinales
97072,Quercus,Fagaceae,Fagales
97073,Ximenia,Olacaceae,Santalales
97074,Croton,Euphorbiaceae,Malpighiales
97075,Rhynchospora,Cyperaceae,Poales
97076,Mimosa,Fabaceae,Fabales
97077,Carex,Cyperaceae,Poales
97078,Carex,Cyperaceae,Poales
97079,Melicope,Rutaceae,Sapindales
97080,Encalypta,Encalyptaceae,Encalyptales
97081,Helicia,Proteaceae,Proteales
97082,Scutellaria,Lamiaceae,Lamiales
97083,Persicaria,Polygonaceae,Caryophyllales
97084,Ertela,Rutaceae,Sapindales
97085,Pterostylis,Orchidaceae,Asparagales
97086,Rosa,Rosaceae,Rosales
97087,Mimosa,Fabaceae,Fabales
97088,Stenospermation,Araceae,Alismatales
97089,Phyllobotryon,Salicaceae,Malpighiales
97090,Castilleja,Orobanchaceae,Lamiales
97091,Eritrichium,Boraginaceae,Boraginales
97092,Cattleya,Orchidaceae,Asparagales
97093,Thesium,Santalaceae,Santalales
97094,Geranium,Geraniaceae,Geraniales
97095,Pouteria,Sapotaceae,Ericales
97096,Calochortus,Liliaceae,Liliales
97097,Diascia,Scrophulariaceae,Lamiales
97098,Ranunculus,Ranunculaceae,Ranunculales
97099,Aloe,Asphodelaceae,Asparagales
97100,Verbascum,Scrophulariaceae,Lamiales
97101,Medicago,Fabaceae,Fabales
97102,Vincetoxicum,Apocynaceae,Gentianales
97103,Cheiridopsis,Aizoaceae,Caryophyllales
97104,Paepalanthus,Eriocaulaceae,Poales
97105,Cyrtanthus,Amaryllidaceae,Asparagales
97106,Pancratium,Amaryllidaceae,Asparagales
97107,Stellaria,Caryophyllaceae,Caryophyllales
97108,Solanum,Solanaceae,Solanales
97109,Bambusa,Poaceae,Poales
97110,Persoonia,Proteaceae,Proteales
97111,Paepalanthus,Eriocaulaceae,Poales
97112,Combretum,Combretaceae,Myrtales
97113,Tillandsia,Bromeliaceae,Poales
97114,Pyrola,Ericaceae,Ericales
97115,Primula,Primulaceae,Ericales
97116,Oligocarpus,Asteraceae,Asterales
97117,Aframomum,Zingiberaceae,Zingiberales
97118,Dodonaea,Sapindaceae,Sapindales
97119,Gibasis,Commelinaceae,Commelinales
97120,Paspalum,Poaceae,Poales
97121,Merostachys,Poaceae,Poales
97122,Argyrolobium,Fabaceae,Fabales
97123,Euphrasia,Orobanchaceae,Lamiales
97124,Salvia,Lamiaceae,Lamiales
97125,Dendropanax,Araliaceae,Apiales
97126,Xanthorrhoea,Asphodelaceae,Asparagales
97127,Tillandsia,Bromeliaceae,Poales
97128,Phegopteris,Thelypteridaceae,Polypodiales
97129,Eugenia,Myrtaceae,Myrtales
97130,Agelanthus,Loranthaceae,Santalales
97131,Tradescantia,Commelinaceae,Commelinales
97132,Sphagnum,Sphagnaceae,Sphagnales
97133,Gagea,Liliaceae,Liliales
97134,Elatostema,Urticaceae,Rosales
97135,Sinningia,Gesneriaceae,Lamiales
97136,Ormosia,Fabaceae,Fabales
97137,Ampelocalamus,Poaceae,Poales
97138,Zygia,Fabaceae,Fabales
97139,Acritopappus,Asteraceae,Asterales
97140,Adiantum,Pteridaceae,Polypodiales
97141,Perebea,Moraceae,Rosales
97142,Chondroscaphe,Orchidaceae,Asparagales
97143,Senecio,Asteraceae,Asterales
97144,Podocarpus,Podocarpaceae,Pinales
97145,Cyclamen,Primulaceae,Ericales
97146,Senegalia,Fabaceae,Fabales
97147,Holodiscus,Rosaceae,Rosales
97148,Allium,Amaryllidaceae,Asparagales
97149,Eriochloa,Poaceae,Poales
97150,Salvia,Lamiaceae,Lamiales
97151,Ronnbergia,Bromeliaceae,Poales
97152,Guzmania,Bromeliaceae,Poales
97153,Philadelphus,Hydrangeaceae,Cornales
97154,Hydrocleys,Alismataceae,Alismatales
97155,Eucalyptus,Myrtaceae,Myrtales
97156,Erica,Ericaceae,Ericales
97157,Heteromorpha,Apiaceae,Apiales
97158,Miconia,Melastomataceae,Myrtales
97159,Muhlenbergia,Poaceae,Poales
97160,Chusquea,Poaceae,Poales
97161,Fritillaria,Liliaceae,Liliales
97162,Geniostoma,Loganiaceae,Gentianales
97163,Glandonia,Malpighiaceae,Malpighiales
97164,Inga,Fabaceae,Fabales
97165,Rudgea,Rubiaceae,Gentianales
97166,Dioscorea,Dioscoreaceae,Dioscoreales
97167,Heliconia,Heliconiaceae,Zingiberales
97168,Salacia,Celastraceae,Celastrales
97169,Calibrachoa,Solanaceae,Solanales
97170,Thladiantha,Cucurbitaceae,Cucurbitales
97171,Andropogon,Poaceae,Poales
97172,Veronica,Plantaginaceae,Lamiales
97173,Oldenlandia,Rubiaceae,Gentianales
97174,Ruprechtia,Polygonaceae,Caryophyllales
97175,Eriosema,Fabaceae,Fabales
97176,Axonopus,Poaceae,Poales
97177,Notobubon,Apiaceae,Apiales
97178,Atriplex,Amaranthaceae,Caryophyllales
97179,Lepanthes,Orchidaceae,Asparagales
97180,Piptocarpha,Asteraceae,Asterales
97181,Hirtella,Chrysobalanaceae,Malpighiales
97182,Struthiola,Thymelaeaceae,Malvales
97183,Sticherus,Gleicheniaceae,Gleicheniales
97184,Oocephalus,Lamiaceae,Lamiales
97185,Calea,Asteraceae,Asterales
97186,Achyrocline,Asteraceae,Asterales
97187,Paphiopedilum,Orchidaceae,Asparagales
97188,Phlogacanthus,Acanthaceae,Lamiales
97189,Rinorea,Violaceae,Malpighiales
97190,Heterocondylus,Asteraceae,Asterales
97191,Syzygium,Myrtaceae,Myrtales
97192,Leptohyptis,Lamiaceae,Lamiales
97193,Euphorbia,Euphorbiaceae,Malpighiales
97194,Ferraria,Iridaceae,Asparagales
97195,Anthodiscus,Caryocaraceae,Malpighiales
97196,Scutellaria,Lamiaceae,Lamiales
97197,Nymphaea,Nymphaeaceae,Nymphaeales
97198,Ranunculus,Ranunculaceae,Ranunculales
97199,Opisthocentra,Melastomataceae,Myrtales
97200,Leucas,Lamiaceae,Lamiales
97201,Ruschia,Aizoaceae,Caryophyllales
97202,Garrya,Garryaceae,Garryales
97203,Calea,Asteraceae,Asterales
97204,Crepis,Asteraceae,Asterales
97205,Conostylis,Haemodoraceae,Commelinales
97206,Calochortus,Liliaceae,Liliales
97207,Pleopeltis,Polypodiaceae,Polypodiales
97208,Ficus,Moraceae,Rosales
97209,Acianthus,Orchidaceae,Asparagales
97210,Bulbine,Asphodelaceae,Asparagales
97211,Senna,Fabaceae,Fabales
97212,Terminalia,Combretaceae,Myrtales
97213,Lonchocarpus,Fabaceae,Fabales
97214,Pouteria,Sapotaceae,Ericales
97215,Malpighia,Malpighiaceae,Malpighiales
97216,Wahlenbergia,Campanulaceae,Asterales
97217,Chamaedorea,Arecaceae,Arecales
97218,Eriogonum,Polygonaceae,Caryophyllales
97219,Eberlanzia,Aizoaceae,Caryophyllales
97220,Hymenopus,Chrysobalanaceae,Malpighiales
97221,Dicranum,Dicranaceae,Dicranales
97222,Constancea,Asteraceae,Asterales
97223,Artemisia,Asteraceae,Asterales
97224,Clinostigma,Arecaceae,Arecales
97225,Bauhinia,Fabaceae,Fabales
97226,Comanthera,Eriocaulaceae,Poales
97227,Licania,Chrysobalanaceae,Malpighiales
97228,Nepenthes,Nepenthaceae,Caryophyllales
97229,Corydalis,Papaveraceae,Ranunculales
97230,Ochrosia,Apocynaceae,Gentianales
97231,Rudolfiella,Orchidaceae,Asparagales
97232,Navia,Bromeliaceae,Poales
97233,Tillandsia,Bromeliaceae,Poales
97234,Pulmonaria,Boraginaceae,Boraginales
97235,Justicia,Acanthaceae,Lamiales
97236,Anthopterus,Ericaceae,Ericales
97237,Eugenia,Myrtaceae,Myrtales
97238,Mucuna,Fabaceae,Fabales
97239,Quercus,Fagaceae,Fagales
97240,Ribes,Grossulariaceae,Saxifragales
97241,Epidendrum,Orchidaceae,Asparagales
97242,Casearia,Salicaceae,Malpighiales
97243,Pleurothallis,Orchidaceae,Asparagales
97244,Erigeron,Asteraceae,Asterales
97245,Watsonia,Iridaceae,Asparagales
97246,Amomum,Zingiberaceae,Zingiberales
97247,Campanula,Campanulaceae,Asterales
97248,Cryptocarya,Lauraceae,Laurales
97249,Canotia,Celastraceae,Celastrales
97250,Botrychium,Ophioglossaceae,Ophioglossales
97251,Pseudomiltemia,Rubiaceae,Gentianales
97252,Pelargonium,Geraniaceae,Geraniales
97253,Anoda,Malvaceae,Malvales
97254,Begonia,Begoniaceae,Cucurbitales
97255,Connarus,Connaraceae,Oxalidales
97256,Carex,Cyperaceae,Poales
97257,Elatostema,Urticaceae,Rosales
97258,Pilea,Urticaceae,Rosales
97259,Maxillaria,Orchidaceae,Asparagales
97260,Actinanthella,Loranthaceae,Santalales
97261,Eriobotrya,Rosaceae,Rosales
97262,Rinzia,Myrtaceae,Myrtales
97263,Syzygium,Myrtaceae,Myrtales
97264,Protea,Proteaceae,Proteales
97265,Ouratea,Ochnaceae,Malpighiales
97266,Eugenia,Myrtaceae,Myrtales
97267,Rubus,Rosaceae,Rosales
97268,Casearia,Salicaceae,Malpighiales
97269,Bulbophyllum,Orchidaceae,Asparagales
97270,Asplenium,Aspleniaceae,Polypodiales
97271,Guzmania,Bromeliaceae,Poales
97272,Verbesina,Asteraceae,Asterales
97273,Xyris,Xyridaceae,Poales
97274,Bulbophyllum,Orchidaceae,Asparagales
97275,Fimbristylis,Cyperaceae,Poales
97276,Eriochloa,Poaceae,Poales
97277,Gymnosporia,Celastraceae,Celastrales
97278,Gaylussacia,Ericaceae,Ericales
97279,Lupinus,Fabaceae,Fabales
97280,Hymenocallis,Amaryllidaceae,Asparagales
97281,Schoenus,Cyperaceae,Poales
97282,Guettarda,Rubiaceae,Gentianales
97283,Caladenia,Orchidaceae,Asparagales
97284,Pitcairnia,Bromeliaceae,Poales
97285,Chamaecrista,Fabaceae,Fabales
97286,Alocasia,Araceae,Alismatales
97287,Sabatia,Gentianaceae,Gentianales
97288,Gardneria,Loganiaceae,Gentianales
97289,Gaylussacia,Ericaceae,Ericales
97290,Clerodendrum,Lamiaceae,Lamiales
97291,Delosperma,Aizoaceae,Caryophyllales
97292,Gentiana,Gentianaceae,Gentianales
97293,Ruschia,Aizoaceae,Caryophyllales
97294,Habenaria,Orchidaceae,Asparagales
97295,Pimpinella,Apiaceae,Apiales
97296,Terminalia,Combretaceae,Myrtales
97297,Salix,Salicaceae,Malpighiales
97298,Holocheilus,Asteraceae,Asterales
97299,Eugenia,Myrtaceae,Myrtales
97300,Grevillea,Proteaceae,Proteales
97301,Miltonia,Orchidaceae,Asparagales
97302,Vepris,Rutaceae,Sapindales
97303,Jasminum,Oleaceae,Lamiales
97304,Bonellia,Primulaceae,Ericales
97305,Piper,Piperaceae,Piperales
97306,Rafflesia,Rafflesiaceae,Malpighiales
97307,Bromelia,Bromeliaceae,Poales
97308,Xiphochaeta,Asteraceae,Asterales
97309,Pimenta,Myrtaceae,Myrtales
97310,Caladenia,Orchidaceae,Asparagales
97311,Paepalanthus,Eriocaulaceae,Poales
97312,Gynoxys,Asteraceae,Asterales
97313,Caladenia,Orchidaceae,Asparagales
97314,Hibiscus,Malvaceae,Malvales
97315,Encyclia,Orchidaceae,Asparagales
97316,Ardisia,Primulaceae,Ericales
97317,Parkia,Fabaceae,Fabales
97318,Begonia,Begoniaceae,Cucurbitales
97319,Monsonia,Geraniaceae,Geraniales
97320,Maxillaria,Orchidaceae,Asparagales
97321,Crotalaria,Fabaceae,Fabales
97322,Rhododendron,Ericaceae,Ericales
97323,Rossioglossum,Orchidaceae,Asparagales
97324,Columnea,Gesneriaceae,Lamiales
97325,Impatiens,Balsaminaceae,Ericales
97326,Encephalartos,Zamiaceae,Cycadales
97327,Prunus,Rosaceae,Rosales
97328,Oenothera,Onagraceae,Myrtales
97329,Danaea,Marattiaceae,Marattiales
97330,Hippolytia,Asteraceae,Asterales
97331,Protea,Proteaceae,Proteales
97332,Lippia,Verbenaceae,Lamiales
97333,Dicentra,Papaveraceae,Ranunculales
97334,Allium,Amaryllidaceae,Asparagales
97335,Eugenia,Myrtaceae,Myrtales
97336,Monanthotaxis,Annonaceae,Magnoliales
97337,Fridericia,Bignoniaceae,Lamiales
97338,Vaccinium,Ericaceae,Ericales
97339,Paepalanthus,Eriocaulaceae,Poales
97340,Tragopogon,Asteraceae,Asterales
97341,Machilus,Lauraceae,Laurales
97342,Philadelphus,Hydrangeaceae,Cornales
97343,Nervilia,Orchidaceae,Asparagales
97344,Euphorbia,Euphorbiaceae,Malpighiales
97345,Sebastiania,Euphorbiaceae,Malpighiales
97346,Mimosa,Fabaceae,Fabales
97347,Solidago,Asteraceae,Asterales
97348,Hermannia,Malvaceae,Malvales
97349,Pyrola,Ericaceae,Ericales
97350,Astragalus,Fabaceae,Fabales
97351,Liparis,Orchidaceae,Asparagales
97352,Protea,Proteaceae,Proteales
97353,Leptohyptis,Lamiaceae,Lamiales
97354,Miconia,Melastomataceae,Myrtales
97355,Pterocarya,Juglandaceae,Fagales
97356,Rhynchospora,Cyperaceae,Poales
97357,Cotoneaster,Rosaceae,Rosales
97358,Aristolochia,Aristolochiaceae,Piperales
97359,Asparagus,Asparagaceae,Asparagales
97360,Dendrophorbium,Asteraceae,Asterales
97361,Pitcairnia,Bromeliaceae,Poales
97362,Cattleya,Orchidaceae,Asparagales
97363,Malva,Malvaceae,Malvales
97364,Potentilla,Rosaceae,Rosales
97365,Acacia,Fabaceae,Fabales
97366,Piper,Piperaceae,Piperales
97367,Polystachya,Orchidaceae,Asparagales
97368,Cardamine,Brassicaceae,Brassicales
97369,Aquilegia,Ranunculaceae,Ranunculales
97370,Bambusa,Poaceae,Poales
97371,Ixeridium,Asteraceae,Asterales
97372,Crataegus,Rosaceae,Rosales
97373,Draba,Brassicaceae,Brassicales
97374,Schnella,Fabaceae,Fabales
97375,Thelypteris,Thelypteridaceae,Polypodiales
97376,Tillandsia,Bromeliaceae,Poales
97377,Bocoa,Fabaceae,Fabales
97378,Allium,Amaryllidaceae,Asparagales
97379,Notobubon,Apiaceae,Apiales
97380,Vriesea,Bromeliaceae,Poales
97381,Coelocaryon,Myristicaceae,Magnoliales
97382,Carex,Cyperaceae,Poales
97383,Gamochaeta,Asteraceae,Asterales
97384,Rhododendron,Ericaceae,Ericales
97385,Persea,Lauraceae,Laurales
97386,Ruschia,Aizoaceae,Caryophyllales
97387,Erythrina,Fabaceae,Fabales
97388,Calamagrostis,Poaceae,Poales
97389,Chomelia,Rubiaceae,Gentianales
97390,Arundinella,Poaceae,Poales
97391,Aspilia,Asteraceae,Asterales
97392,Cirsium,Asteraceae,Asterales
97393,Dicranopteris,Gleicheniaceae,Gleicheniales
97394,Nolina,Asparagaceae,Asparagales
97395,Linum,Linaceae,Malpighiales
97396,Veratrum,Melanthiaceae,Liliales
97397,Mansoa,Bignoniaceae,Lamiales
97398,Aulonemia,Poaceae,Poales
97399,Aristida,Poaceae,Poales
97400,Ichthyothere,Asteraceae,Asterales
97401,Erucaria,Brassicaceae,Brassicales
97402,Annona,Annonaceae,Magnoliales
97403,Galium,Rubiaceae,Gentianales
97404,Dioscorea,Dioscoreaceae,Dioscoreales
97405,Muhlenbergia,Poaceae,Poales
97406,Ipomoea,Convolvulaceae,Solanales
97407,Sisyrinchium,Iridaceae,Asparagales
97408,Aristida,Poaceae,Poales
97409,Caladenia,Orchidaceae,Asparagales
97410,Aechmea,Bromeliaceae,Poales
97411,Malachra,Malvaceae,Malvales
97412,Brachypodium,Poaceae,Poales
97413,Pitcairnia,Bromeliaceae,Poales
97414,Eremogeton,Scrophulariaceae,Lamiales
97415,Paris,Melanthiaceae,Liliales
97416,Vriesea,Bromeliaceae,Poales
97417,Bulbine,Asphodelaceae,Asparagales
97418,Lathyrus,Fabaceae,Fabales
97419,Serruria,Proteaceae,Proteales
97420,Lasianthus,Rubiaceae,Gentianales
97421,Cleyera,Pentaphylacaceae,Ericales
97422,Erica,Ericaceae,Ericales
97423,Cybianthus,Primulaceae,Ericales
97424,Rubus,Rosaceae,Rosales
97425,Gaultheria,Ericaceae,Ericales
97426,Geigeria,Asteraceae,Asterales
97427,Ixia,Iridaceae,Asparagales
97428,Tephrosia,Fabaceae,Fabales
97429,Arthrostylidium,Poaceae,Poales
97430,Symphyotrichum,Asteraceae,Asterales
97431,Pedicularis,Orobanchaceae,Lamiales
97432,Parathesis,Primulaceae,Ericales
97433,Marrubium,Lamiaceae,Lamiales
97434,Rubus,Rosaceae,Rosales
97435,Indigofera,Fabaceae,Fabales
97436,Adiantum,Pteridaceae,Polypodiales
97437,Gilia,Polemoniaceae,Ericales
97438,Asterella,Aytoniaceae,Marchantiales
97439,Pavonia,Malvaceae,Malvales
97440,Froelichia,Amaranthaceae,Caryophyllales
97441,Pecluma,Polypodiaceae,Polypodiales
97442,Castilleja,Orobanchaceae,Lamiales
97443,Dyckia,Bromeliaceae,Poales
97444,Cladocolea,Loranthaceae,Santalales
97445,Astragalus,Fabaceae,Fabales
97446,Codonanthe,Gesneriaceae,Lamiales
97447,Pultenaea,Fabaceae,Fabales
97448,Pterygota,Malvaceae,Malvales
97449,Aralia,Araliaceae,Apiales
97450,Bulbophyllum,Orchidaceae,Asparagales
97451,Tabernaemontana,Apocynaceae,Gentianales
97452,Asplundia,Cyclanthaceae,Pandanales
97453,Sisyrinchium,Iridaceae,Asparagales
97454,Guatteria,Annonaceae,Magnoliales
97455,Crassula,Crassulaceae,Saxifragales
97456,Alocasia,Araceae,Alismatales
97457,Paliavana,Gesneriaceae,Lamiales
97458,Bonamia,Convolvulaceae,Solanales
97459,Lettowianthus,Annonaceae,Magnoliales
97460,Vriesea,Bromeliaceae,Poales
97461,Begonia,Begoniaceae,Cucurbitales
97462,Cyrtopodium,Orchidaceae,Asparagales
97463,Cynanchum,Apocynaceae,Gentianales
97464,Goniothalamus,Annonaceae,Magnoliales
97465,Rosa,Rosaceae,Rosales
97466,Cissampelos,Menispermaceae,Ranunculales
